Index	Most often style	Spectral Clustering	Aglomerative Clustering	K-means
10522	20	3	4	2
10523	53	5	5	1
10524	61	0	1	0
10525	49	5	5	1
10526	50	6	2	6
10527	56	3	3	5
10528	72	0	1	0
10529	47	3	3	5
10530	81	0	0	0
10531	50	6	2	6
10532	81	0	0	0
10533	49	3	4	2
10534	63	3	4	2
10535	47	3	3	5
10536	58	3	1	4
10537	62	0	0	0
10538	32	0	1	0
10539	50	6	2	6
10540	72	3	4	2
10541	76	0	0	0
10542	56	3	1	4
10543	81	0	0	0
10544	47	3	3	5
10545	72	3	1	2
10546	49	3	4	2
10547	81	0	6	3
10548	35	3	3	5
10549	49	5	5	1
10550	60	3	4	2
10551	57	6	2	1
10552	76	3	1	2
10553	81	0	0	0
10554	81	0	6	3
10555	47	6	2	6
10556	49	6	2	6
10557	56	3	3	5
10558	78	0	0	0
10559	37	3	3	5
10560	53	3	3	5
10561	53	5	5	1
10562	57	6	2	6
10563	47	6	2	6
10564	56	3	4	2
10565	47	6	2	6
10566	56	5	5	1
10567	48	3	3	5
10568	32	3	3	5
10569	56	3	1	4
10570	81	0	0	0
10571	76	0	0	0
10572	53	6	2	6
10573	62	0	1	4
10574	65	3	1	4
10575	47	6	2	6
10576	73	3	4	2
10577	67	6	2	1
10578	50	5	5	1
10579	53	4	0	1
10580	39	3	3	5
10581	32	3	3	5
10582	53	0	0	0
10583	47	6	2	6
10584	49	3	3	5
10585	74	3	1	2
10586	62	3	1	4
10587	49	5	5	1
10588	47	6	2	6
10589	51	6	2	6
10590	47	6	2	6
10591	81	0	0	0
10592	47	3	3	5
10593	71	0	1	4
10594	81	0	0	0
10595	45	3	1	4
10596	63	3	4	2
10597	22	3	1	4
10598	52	6	2	6
10599	52	0	1	4
10600	48	6	2	6
10601	39	3	1	4
10602	38	3	4	2
10603	51	3	4	2
10604	20	0	1	4
10605	81	0	0	3
10606	49	3	4	2
10607	39	3	4	2
10608	54	3	3	5
10609	81	4	0	0
10610	53	6	2	6
10611	56	3	3	5
10612	81	0	1	0
10613	34	0	1	4
10614	76	4	0	0
10615	50	0	1	4
10616	59	0	1	4
10617	49	3	3	5
10618	56	3	3	5
10619	53	3	1	2
10620	56	3	4	2
10621	49	6	2	6
10622	41	3	3	5
10623	56	3	3	5
10624	54	6	2	6
10625	66	3	3	5
10626	39	0	6	3
10627	44	3	4	2
10628	38	3	3	5
10629	46	3	1	4
10630	55	4	0	1
10631	44	3	3	5
10632	77	0	0	0
10633	59	3	1	4
10634	52	6	2	6
10635	64	4	0	0
10636	58	4	0	1
10637	53	3	3	5
10638	54	0	0	0
10639	38	3	1	4
10640	56	6	2	6
10641	53	5	5	1
10642	81	0	1	4
10643	51	4	0	1
10644	81	0	6	3
10645	67	4	0	1
10646	49	0	6	3
10647	51	6	2	6
10648	47	0	0	0
10649	24	3	3	5
10650	56	3	3	5
10651	46	3	1	4
10652	56	3	3	5
10653	49	3	1	5
10654	42	3	3	5
10655	45	3	4	2
10656	32	3	1	5
10657	56	3	1	4
10658	47	3	3	5
10659	50	0	0	0
10660	59	3	3	5
10661	47	3	3	5
10662	50	3	3	5
10663	81	0	0	0
10664	43	3	1	4
10665	33	3	4	2
10666	81	0	0	0
10667	76	0	0	0
10668	50	4	0	1
10669	56	3	3	5
10670	16	0	6	3
10671	56	6	2	6
10672	56	3	3	5
10673	32	3	3	5
10674	50	6	2	1
10675	49	5	5	1
10676	50	6	2	6
10677	56	6	2	6
10678	56	6	2	6
10679	71	0	6	3
10680	76	0	1	3
10681	81	0	0	0
10682	81	4	0	1
10683	56	0	0	0
10684	47	6	2	6
10685	59	3	1	4
10686	81	4	0	0
10687	52	6	2	1
10688	48	6	2	6
10689	51	3	3	5
10690	60	3	1	4
10691	50	3	1	4
10692	62	3	3	2
10693	50	6	2	6
10694	81	0	0	0
10695	81	0	1	0
10696	81	0	0	0
10697	56	3	1	5
10698	50	3	3	5
10699	58	4	0	1
10700	53	6	2	1
10701	53	6	2	6
10702	47	6	2	6
10703	70	3	4	2
10704	34	3	1	4
10705	42	0	1	4
10706	46	6	2	6
10707	32	3	3	5
10708	47	6	2	6
10709	47	3	3	5
10710	47	3	3	5
10711	54	3	1	4
10712	75	3	3	5
10713	50	6	2	6
10714	68	0	0	0
10715	50	3	3	5
10716	44	3	3	5
10717	47	6	2	6
10718	51	3	3	5
10719	53	3	3	5
10720	45	4	2	1
10721	73	3	3	5
10722	81	0	0	0
10723	53	6	2	1
10724	81	0	0	0
10725	53	5	5	1
10726	81	0	6	3
10727	54	3	1	4
10728	60	0	1	4
10729	81	0	1	0
10730	49	3	3	5
10731	78	0	0	0
10732	50	3	1	4
10733	56	3	1	4
10734	49	6	2	6
10735	47	3	3	5
10736	81	3	1	4
10737	46	0	1	3
10738	47	3	3	5
10739	52	0	1	4
10740	47	6	2	6
10741	54	3	4	2
10742	47	6	2	6
10743	56	3	3	5
10744	62	4	0	1
10745	67	4	0	1
10746	54	3	1	4
10747	47	3	3	5
10748	81	0	1	0
10749	54	6	2	6
10750	54	3	3	5
10751	75	3	1	4
10752	47	6	2	6
10753	47	0	1	4
10754	45	3	4	2
10755	81	0	0	0
10756	39	0	0	0
10757	53	6	2	6
10758	81	0	0	0
10759	56	3	1	4
10760	59	3	3	5
10761	81	0	1	4
10762	47	6	2	6
10763	72	3	4	2
10764	32	3	4	2
10765	56	3	3	5
10766	42	3	3	5
10767	81	0	6	3
10768	47	6	2	6
10769	40	5	5	1
10770	56	0	1	2
10771	51	5	5	1
10772	53	5	5	1
10773	49	5	5	1
10774	77	0	1	0
10775	51	0	1	4
10776	52	3	3	5
10777	72	3	4	2
10778	47	3	4	2
10779	50	6	2	6
10780	47	6	2	6
10781	49	6	2	6
10782	81	0	0	0
10783	63	0	1	4
10784	50	3	3	5
10785	38	0	0	0
10786	54	3	1	4
10787	46	0	6	3
10788	59	0	1	4
10789	53	6	2	1
10790	56	6	2	1
10791	55	5	5	1
10792	47	0	1	4
10793	56	6	2	6
10794	25	3	1	4
10795	72	3	4	2
10796	52	3	3	5
10797	53	6	2	6
10798	53	6	2	6
10799	56	3	3	5
10800	34	3	3	5
10801	76	0	1	4
10802	42	3	3	5
10803	81	4	0	0
10804	53	6	2	6
10805	78	0	1	0
10806	72	5	5	1
10807	73	3	1	4
10808	67	0	0	0
10809	39	3	3	5
10810	56	6	2	6
10811	45	0	1	4
10812	52	3	4	2
10813	49	0	1	4
10814	54	3	3	5
10815	51	6	2	6
10816	81	0	0	0
10817	49	5	5	1
10818	54	6	2	6
10819	32	3	3	5
10820	81	0	0	0
10821	43	3	4	4
10822	50	6	2	6
10823	44	0	1	4
10824	53	3	4	2
10825	32	3	3	5
10826	45	6	2	6
10827	52	3	3	5
10828	49	5	5	1
10829	66	3	1	4
10830	42	0	1	0
10831	41	3	3	5
10832	45	6	2	1
10833	47	3	4	4
10834	53	3	4	2
10835	81	0	0	0
10836	50	6	2	6
10837	56	6	2	6
10838	39	3	4	2
10839	39	0	1	4
10840	74	3	4	2
10841	49	3	4	2
10842	42	0	1	4
10843	54	3	3	5
10844	62	3	4	2
10845	56	3	3	5
10846	49	3	3	5
10847	34	3	3	5
10848	53	5	5	1
10849	27	3	3	5
10850	81	0	1	0
10851	47	0	1	4
10852	20	3	4	4
10853	53	6	2	6
10854	47	6	2	6
10855	38	3	4	4
10856	46	3	3	5
10857	50	6	2	6
10858	32	3	3	5
10859	35	3	3	5
10860	47	3	1	5
10861	40	3	3	5
10862	81	0	1	0
10863	62	3	1	4
10864	12	3	3	5
10865	76	0	1	4
10866	63	3	4	2
10867	47	3	3	5
10868	47	6	2	6
10869	63	0	1	4
10870	49	3	3	5
10871	60	3	3	5
10872	59	3	3	5
10873	47	0	0	0
10874	41	3	3	5
10875	59	4	0	0
10876	62	0	0	0
10877	32	3	4	2
10878	54	4	0	1
10879	56	3	1	5
10880	53	5	5	1
10881	61	0	1	4
10882	56	6	2	1
10883	47	3	3	5
10884	51	6	2	6
10885	39	3	4	2
10886	32	3	3	5
10887	51	3	3	5
10888	51	6	2	6
10889	50	6	2	6
10890	32	3	4	2
10891	56	3	3	5
10892	73	3	1	5
10893	62	5	5	1
10894	20	3	3	5
10895	38	3	3	5
10896	74	3	1	2
10897	56	4	0	1
10898	47	6	2	6
10899	32	3	3	5
10900	56	3	3	5
10901	45	3	3	5
10902	24	3	3	5
10903	49	5	5	1
10904	53	6	2	6
10905	49	3	1	4
10906	56	6	2	6
10907	47	6	2	6
10908	81	0	1	0
10909	42	3	3	5
10910	54	3	1	4
10911	53	5	5	1
10912	47	3	3	5
10913	47	3	3	5
10914	47	3	3	5
10915	59	0	1	4
10916	56	6	2	6
10917	70	4	0	1
10918	28	0	1	4
10919	47	6	2	6
10920	74	0	0	0
10921	60	3	1	2
10922	66	0	1	0
10923	67	3	4	2
10924	37	3	4	4
10925	53	6	2	6
10926	21	3	1	4
10927	51	5	5	1
10928	53	6	2	6
10929	51	0	1	0
10930	47	3	4	2
10931	78	0	1	4
10932	58	3	4	2
10933	49	0	0	0
10934	72	3	4	2
10935	47	6	2	6
10936	72	3	4	2
10937	44	0	1	0
10938	56	3	3	5
10939	75	3	4	2
10940	74	3	4	2
10941	61	0	1	0
10942	47	6	2	6
10943	53	5	5	1
10944	72	3	4	2
10945	47	6	2	6
10946	51	0	1	0
10947	51	6	2	6
10948	56	6	2	6
10949	81	0	1	3
10950	47	6	2	6
10951	50	6	2	6
10952	54	0	0	0
10953	68	3	1	2
10954	71	3	1	4
10955	81	4	0	0
10956	81	4	0	0
10957	64	3	4	2
10958	55	6	2	6
10959	69	3	3	5
10960	32	3	3	5
10961	67	3	3	5
10962	56	3	1	5
10963	46	6	2	6
10964	32	3	3	5
10965	43	3	1	4
10966	67	3	3	5
10967	49	0	0	0
10968	39	3	3	5
10969	43	0	1	4
10970	76	0	0	0
10971	62	3	3	2
10972	47	3	3	5
10973	53	3	4	2
10974	81	0	0	0
10975	58	4	0	1
10976	20	3	3	5
10977	64	3	3	5
10978	38	3	3	5
10979	53	0	1	0
10980	25	0	1	0
10981	56	3	3	5
10982	47	6	2	6
10983	81	4	0	1
10984	51	0	1	0
10985	72	0	1	0
10986	70	4	0	1
10987	51	0	1	4
10988	81	0	0	0
10989	47	6	2	6
10990	43	3	4	2
10991	55	6	2	6
10992	14	3	4	2
10993	49	6	2	6
10994	35	3	4	2
10995	41	3	4	2
10996	53	6	2	6
10997	48	3	1	4
10998	32	3	4	2
10999	62	0	0	0
11000	56	5	5	1
11001	81	0	0	3
11002	26	3	3	5
11003	33	0	1	4
11004	50	6	2	6
11005	53	5	5	1
11006	42	0	0	0
11007	53	3	3	5
11008	56	6	2	1
11009	47	3	1	4
11010	76	0	0	0
11011	81	4	0	0
11012	47	3	4	2
11013	65	0	0	0
11014	53	6	2	6
11015	51	6	2	6
11016	67	3	3	5
11017	50	6	2	6
11018	81	3	3	5
11019	56	3	4	2
11020	38	3	1	4
11021	81	0	0	0
11022	26	3	4	2
11023	50	6	2	6
11024	56	6	2	1
11025	57	3	3	5
11026	24	3	3	5
11027	76	0	0	0
11028	81	0	1	0
11029	52	6	2	6
11030	47	3	1	4
11031	47	3	3	5
11032	43	0	1	4
11033	56	3	3	5
11034	50	6	2	6
11035	76	0	1	3
11036	47	3	4	2
11037	53	3	4	2
11038	49	3	4	2
11039	55	6	2	6
11040	46	0	1	4
11041	53	6	2	6
11042	47	6	2	6
11043	46	3	1	4
11044	57	5	5	1
11045	43	3	1	4
11046	51	6	2	6
11047	50	6	2	6
11048	57	3	4	2
11049	53	6	2	6
11050	42	3	1	4
11051	42	0	1	0
11052	56	3	1	4
11053	46	3	3	5
11054	81	0	1	0
11055	76	4	0	1
11056	49	5	5	1
11057	54	6	2	6
11058	67	3	3	5
11059	49	3	3	5
11060	49	3	1	2
11061	47	6	2	6
11062	20	3	3	5
11063	53	5	5	1
11064	53	5	5	1
11065	28	3	4	2
11066	53	6	2	6
11067	41	0	1	4
11068	46	3	3	5
11069	72	3	4	2
11070	47	3	4	2
11071	79	0	0	0
11072	45	4	2	1
11073	81	0	6	3
11074	53	3	3	5
11075	44	0	1	4
11076	42	0	1	4
11077	49	5	5	1
11078	58	3	3	5
11079	53	3	1	2
11080	48	3	4	2
11081	47	3	3	5
11082	81	0	0	0
11083	47	6	2	6
11084	52	3	4	2
11085	53	6	2	6
11086	32	0	1	4
11087	70	3	3	5
11088	81	0	6	3
11089	81	0	0	0
11090	47	3	3	5
11091	51	3	4	4
11092	51	5	5	1
11093	56	0	1	4
11094	47	6	2	6
11095	39	0	1	4
11096	69	4	0	1
11097	52	0	1	0
11098	31	3	3	5
11099	20	3	3	5
11100	51	6	2	6
11101	44	3	3	5
11102	53	6	2	6
11103	50	6	2	6
11104	57	3	4	2
11105	79	0	1	0
11106	71	0	0	0
11107	56	3	3	2
11108	32	3	3	5
11109	65	0	0	0
11110	49	3	1	4
11111	51	3	4	2
11112	63	0	1	4
11113	81	0	1	0
11114	47	3	4	2
11115	53	5	5	1
11116	18	3	3	5
11117	76	0	1	0
11118	49	3	1	2
11119	53	6	2	6
11120	56	6	2	6
11121	51	3	4	2
11122	56	5	5	1
11123	49	6	2	6
11124	81	0	0	0
11125	72	3	4	2
11126	56	0	0	0
11127	68	4	2	1
11128	79	0	1	0
11129	34	3	3	5
11130	35	3	3	5
11131	71	3	4	4
11132	75	4	0	1
11133	47	6	2	6
11134	25	3	3	5
11135	54	6	2	6
11136	47	3	4	2
11137	66	3	1	2
11138	39	0	1	4
11139	59	3	4	4
11140	39	3	3	5
11141	51	6	2	6
11142	51	3	3	5
11143	45	4	2	1
11144	21	3	1	4
11145	50	6	2	6
11146	81	4	0	0
11147	81	0	0	0
11148	20	3	4	2
11149	51	6	2	6
11150	50	6	2	6
11151	27	3	3	2
11152	56	0	1	4
11153	43	3	4	2
11154	59	3	3	5
11155	47	6	2	6
11156	74	0	0	0
11157	48	3	4	4
11158	8	0	1	4
11159	81	0	0	0
11160	39	3	3	5
11161	47	6	2	6
11162	51	3	3	5
11163	81	0	1	4
11164	20	3	1	4
11165	81	0	6	3
11166	81	4	0	0
11167	81	0	1	4
11168	81	0	0	0
11169	50	3	3	5
11170	49	3	3	5
11171	42	3	1	4
11172	47	5	5	1
11173	48	3	3	5
11174	50	3	3	5
11175	47	6	2	6
11176	87	3	1	2
11177	45	3	1	4
11178	70	0	0	0
11179	51	3	3	5
11180	47	6	2	6
11181	32	3	3	5
11182	47	3	1	4
11183	81	0	1	0
11184	56	0	1	0
11185	53	3	4	2
11186	42	5	5	1
11187	58	3	1	4
11188	52	3	3	5
11189	67	0	6	3
11190	47	6	2	6
11191	38	3	1	4
11192	62	3	4	2
11193	81	4	0	0
11194	51	6	2	6
11195	32	3	3	5
11196	38	3	3	5
11197	63	0	0	0
11198	69	3	3	5
11199	51	0	0	0
11200	59	4	0	1
11201	72	3	4	2
11202	81	4	0	0
11203	32	3	3	5
11204	49	0	0	0
11205	70	0	1	4
11206	81	0	0	0
11207	30	3	3	2
11208	50	0	1	0
11209	39	3	3	5
11210	47	3	3	5
11211	44	3	3	5
11212	60	3	3	2
11213	53	6	2	6
11214	54	6	2	1
11215	53	6	2	6
11216	53	5	5	1
11217	51	3	4	2
11218	81	0	0	0
11219	49	6	2	6
11220	56	6	2	6
11221	54	3	3	5
11222	27	0	1	4
11223	56	3	3	5
11224	42	3	3	5
11225	51	6	2	1
11226	67	3	3	5
11227	60	0	0	0
11228	79	0	1	2
11229	81	0	6	3
11230	47	6	2	6
11231	47	6	2	6
11232	57	3	4	2
11233	47	6	2	6
11234	81	0	1	0
11235	44	3	3	5
11236	42	3	3	5
11237	74	3	4	2
11238	81	0	0	0
11239	43	0	0	0
11240	72	3	4	2
11241	76	0	1	0
11242	44	6	2	6
11243	81	4	0	0
11244	51	6	2	6
11245	32	3	3	5
11246	80	0	1	0
11247	56	3	3	5
11248	69	0	0	0
11249	46	0	1	4
11250	81	0	6	3
11251	48	3	3	5
11252	51	0	6	3
11253	51	3	3	5
11254	51	0	0	0
11255	61	0	1	4
11256	47	3	4	2
11257	47	3	4	4
11258	53	6	2	6
11259	69	0	1	4
11260	46	6	2	6
11261	43	3	3	5
11262	42	3	3	2
11263	47	6	2	6
11264	53	6	2	6
11265	49	0	1	4
11266	47	6	2	6
11267	71	3	4	2
11268	51	0	1	4
11269	53	6	2	6
11270	76	0	1	0
11271	53	6	2	6
11272	74	0	0	0
11273	47	6	2	6
11274	47	6	2	6
11275	47	3	3	5
11276	49	6	2	6
11277	56	3	3	5
11278	16	3	3	5
11279	49	5	5	1
11280	48	3	4	2
11281	53	5	5	1
11282	43	6	2	6
11283	43	3	4	2
11284	57	3	4	2
11285	47	3	4	2
11286	81	0	0	0
11287	40	3	1	4
11288	47	3	4	2
11289	49	6	2	6
11290	53	3	4	2
11291	51	3	4	2
11292	64	3	3	5
11293	70	4	0	0
11294	45	3	4	2
11295	47	3	3	5
11296	53	6	2	6
11297	53	3	4	2
11298	47	3	3	2
11299	54	3	1	4
11300	47	6	2	6
11301	81	0	0	0
11302	47	3	3	5
11303	61	0	1	4
11304	53	6	2	6
11305	56	6	2	6
11306	57	0	0	0
11307	49	3	3	5
11308	56	3	3	5
11309	53	6	2	6
11310	56	3	4	2
11311	81	0	1	4
11312	47	3	3	5
11313	49	6	2	6
11314	81	0	0	0
11315	39	3	3	5
11316	25	3	3	5
11317	53	6	2	6
11318	60	3	3	2
11319	48	0	0	0
11320	62	4	0	1
11321	53	0	0	0
11322	47	6	2	6
11323	47	3	3	5
11324	35	3	3	5
11325	49	3	3	5
11326	53	3	4	2
11327	64	3	3	5
11328	32	3	3	5
11329	72	0	1	2
11330	53	6	2	6
11331	52	0	1	4
11332	14	3	4	2
11333	85	3	1	2
11334	81	0	0	0
11335	52	3	3	5
11336	56	0	1	4
11337	51	6	2	6
11338	53	5	5	1
11339	42	0	1	4
11340	51	3	3	5
11341	79	0	1	0
11342	72	3	3	2
11343	50	6	2	6
11344	32	3	3	5
11345	52	6	2	6
11346	51	3	4	2
11347	51	6	2	6
11348	32	3	3	5
11349	71	3	1	5
11350	67	0	0	0
11351	53	5	5	1
11352	60	3	4	2
11353	53	6	2	6
11354	47	6	2	6
11355	48	3	1	4
11356	49	6	2	6
11357	53	3	4	2
11358	50	6	2	6
11359	53	3	3	5
11360	49	5	5	1
11361	53	6	2	6
11362	65	0	1	0
11363	47	3	3	5
11364	42	3	4	2
11365	56	6	2	6
11366	49	0	0	0
11367	81	4	0	1
11368	52	3	4	2
11369	47	3	3	5
11370	40	3	3	5
11371	50	6	2	6
11372	61	3	1	5
11373	51	0	0	0
11374	54	3	3	5
11375	48	6	2	6
11376	45	0	6	3
11377	66	4	0	1
11378	47	3	4	2
11379	76	0	1	4
11380	51	5	5	1
11381	47	3	4	2
11382	32	3	3	5
11383	55	3	4	4
11384	48	0	1	4
11385	54	0	0	0
11386	59	3	3	5
11387	43	0	1	0
11388	63	3	1	2
11389	76	0	6	3
11390	39	3	3	5
11391	47	0	1	4
11392	76	0	0	0
11393	47	3	3	5
11394	31	3	4	4
11395	73	3	1	4
11396	25	3	3	5
11397	47	6	2	6
11398	53	6	2	6
11399	18	3	3	5
11400	81	0	6	3
11401	81	4	0	0
11402	52	6	2	6
11403	62	3	3	5
11404	57	4	2	1
11405	81	0	0	0
11406	81	0	0	0
11407	32	3	3	5
11408	47	3	3	5
11409	48	3	3	5
11410	53	0	1	4
11411	59	3	3	5
11412	50	6	2	6
11413	8	0	1	4
11414	84	0	1	0
11415	72	3	4	2
11416	51	0	1	0
11417	47	6	2	6
11418	81	0	0	0
11419	51	3	1	4
11420	53	3	4	2
11421	53	4	0	0
11422	50	5	5	1
11423	81	0	6	3
11424	47	6	2	6
11425	48	6	2	6
11426	49	6	2	6
11427	58	4	0	1
11428	56	6	2	6
11429	56	0	1	4
11430	55	3	4	2
11431	47	6	2	6
11432	47	3	1	5
11433	81	0	0	0
11434	44	0	0	0
11435	56	6	2	6
11436	42	3	3	5
11437	51	6	2	6
11438	49	5	5	1
11439	53	6	2	6
11440	54	6	2	6
11441	56	3	3	5
11442	50	3	3	5
11443	51	6	2	6
11444	81	0	0	0
11445	53	6	2	6
11446	45	3	1	4
11447	49	5	5	1
11448	81	0	0	0
11449	30	0	1	4
11450	51	6	2	6
11451	47	6	2	6
11452	56	3	3	5
11453	34	3	1	4
11454	47	3	1	4
11455	81	0	0	0
11456	69	0	1	4
11457	51	3	4	2
11458	52	6	2	6
11459	56	6	2	1
11460	53	3	4	2
11461	71	3	4	2
11462	81	0	0	0
11463	31	0	1	0
11464	53	0	0	0
11465	47	0	0	0
11466	30	3	3	5
11467	56	6	2	1
11468	47	3	3	5
11469	56	3	4	2
11470	49	4	2	1
11471	79	0	1	0
11472	67	4	0	1
11473	42	3	3	5
11474	47	3	3	5
11475	72	3	4	2
11476	53	5	5	1
11477	58	6	2	1
11478	81	0	1	4
11479	56	6	2	6
11480	60	3	1	4
11481	57	3	4	2
11482	45	3	1	4
11483	72	4	0	1
11484	56	0	1	0
11485	56	2	6	3
11486	76	0	0	0
11487	49	5	5	1
11488	79	0	1	0
11489	56	6	2	6
11490	66	3	3	5
11491	76	0	0	0
11492	38	3	1	4
11493	50	6	2	6
11494	39	3	4	2
11495	77	0	1	0
11496	16	0	1	4
11497	58	3	4	2
11498	53	6	2	6
11499	74	0	0	0
11500	56	4	2	1
11501	81	4	0	1
11502	46	3	3	5
11503	47	6	2	6
11504	52	6	2	6
11505	81	0	0	0
11506	56	0	1	4
11507	58	4	0	1
11508	71	0	1	0
11509	50	6	2	6
11510	42	3	3	5
11511	70	3	4	2
11512	51	6	2	6
11513	81	0	6	3
11514	81	0	6	3
11515	81	0	0	0
11516	56	3	3	5
11517	55	3	1	4
11518	81	4	0	1
11519	51	3	3	2
11520	53	3	4	2
11521	49	0	1	4
11522	50	0	1	0
11523	53	3	1	5
11524	32	3	4	2
11525	50	6	2	6
11526	81	0	0	3
11527	47	3	1	4
11528	38	3	3	5
11529	38	3	1	4
11530	81	0	0	0
11531	52	6	2	6
11532	47	3	3	5
11533	81	4	0	0
11534	79	0	1	2
11535	53	6	2	6
11536	42	0	1	0
11537	74	0	0	0
11538	22	0	1	4
11539	47	3	3	5
11540	49	6	2	6
11541	47	6	2	6
11542	45	3	3	5
11543	73	4	0	1
11544	48	3	4	2
11545	56	3	1	4
11546	69	3	3	5
11547	53	6	2	6
11548	56	0	0	0
11549	50	6	2	6
11550	50	6	2	6
11551	47	3	3	5
11552	53	6	2	6
11553	48	3	4	2
11554	48	3	3	5
11555	33	0	0	0
11556	32	3	3	5
11557	64	0	0	0
11558	45	3	3	5
11559	51	6	2	6
11560	56	6	2	6
11561	47	6	2	6
11562	81	0	0	0
11563	47	6	2	6
11564	23	3	3	5
11565	51	6	2	6
11566	60	0	1	4
11567	69	0	0	0
11568	63	0	1	4
11569	76	0	1	3
11570	50	6	2	6
11571	23	0	1	4
11572	49	5	5	1
11573	51	2	6	3
11574	49	5	5	1
11575	53	6	2	6
11576	53	5	5	1
11577	22	0	1	4
11578	47	6	2	6
11579	51	3	3	5
11580	80	0	0	0
11581	73	0	1	4
11582	47	6	2	6
11583	55	5	5	1
11584	54	6	2	6
11585	50	3	3	5
11586	57	3	4	2
11587	53	6	2	6
11588	56	3	3	5
11589	56	3	3	5
11590	48	3	3	5
11591	81	0	0	0
11592	47	3	3	2
11593	47	6	2	6
11594	55	3	4	2
11595	49	5	5	1
11596	60	3	3	5
11597	53	5	5	1
11598	55	3	4	2
11599	53	3	1	5
11600	56	6	2	1
11601	56	3	3	5
11602	84	0	1	0
11603	48	6	2	6
11604	56	6	2	6
11605	50	6	2	6
11606	56	5	5	1
11607	53	6	2	6
11608	47	3	3	5
11609	81	0	0	0
11610	42	0	1	4
11611	51	3	1	2
11612	81	0	0	0
11613	47	6	2	6
11614	72	0	6	3
11615	81	1	6	3
11616	42	0	1	4
11617	53	6	2	6
11618	50	3	3	5
11619	39	3	3	5
11620	54	4	0	1
11621	50	6	2	1
11622	56	3	3	5
11623	59	6	2	1
11624	56	3	3	5
11625	56	6	2	6
11626	47	3	3	5
11627	53	5	5	1
11628	46	6	2	6
11629	47	4	2	1
11630	32	0	1	0
11631	79	0	0	0
11632	56	6	2	1
11633	38	3	1	4
11634	45	3	1	4
11635	56	6	2	6
11636	45	0	1	4
11637	47	3	3	5
11638	54	3	4	2
11639	51	6	2	6
11640	57	3	4	2
11641	56	6	2	1
11642	53	6	2	6
11643	51	6	2	6
11644	81	0	0	0
11645	81	0	1	0
11646	58	4	0	1
11647	81	0	0	0
11648	81	0	0	0
11649	16	0	6	3
11650	48	3	1	4
11651	53	3	3	5
11652	81	0	0	0
11653	53	6	2	6
11654	51	6	2	6
11655	44	0	1	2
11656	40	3	3	5
11657	81	0	1	4
11658	48	6	2	6
11659	73	0	0	0
11660	60	3	1	5
11661	56	5	5	1
11662	61	0	0	0
11663	58	3	1	4
11664	73	0	0	0
11665	47	3	4	2
11666	49	5	5	1
11667	50	3	3	5
11668	52	0	1	4
11669	49	3	4	2
11670	56	6	2	6
11671	35	3	3	5
11672	71	4	0	1
11673	40	3	4	2
11674	62	3	4	2
11675	81	0	0	0
11676	47	0	0	0
11677	81	0	1	0
11678	62	0	1	0
11679	30	3	4	2
11680	47	6	2	6
11681	74	0	0	0
11682	47	3	3	5
11683	45	3	4	4
11684	72	3	4	2
11685	50	3	4	4
11686	29	0	1	4
11687	59	3	3	2
11688	47	3	3	5
11689	65	3	1	5
11690	53	5	5	1
11691	46	6	2	6
11692	56	3	3	5
11693	47	3	3	5
11694	50	0	1	0
11695	24	3	3	5
11696	32	3	3	5
11697	32	3	3	5
11698	64	3	4	2
11699	50	0	1	4
11700	32	3	3	5
11701	51	3	3	5
11702	47	6	2	6
11703	62	3	4	2
11704	58	0	1	4
11705	81	0	1	0
11706	50	6	2	6
11707	50	3	3	5
11708	47	6	2	6
11709	53	6	2	6
11710	39	3	3	5
11711	51	3	1	5
11712	76	0	1	3
11713	72	0	0	0
11714	60	0	0	0
11715	20	3	1	4
11716	44	3	3	5
11717	58	3	4	2
11718	50	0	1	4
11719	60	3	4	2
11720	73	3	1	4
11721	47	0	0	0
11722	60	3	1	4
11723	70	3	1	4
11724	25	3	3	5
11725	50	6	2	6
11726	50	0	1	4
11727	45	3	1	4
11728	45	3	3	5
11729	43	3	4	2
11730	74	3	1	4
11731	56	4	0	1
11732	47	3	3	5
11733	67	3	4	2
11734	42	0	0	0
11735	69	3	1	2
11736	56	0	1	0
11737	18	3	3	5
11738	63	3	4	2
11739	47	6	2	6
11740	81	4	0	1
11741	52	3	1	4
11742	47	6	2	6
11743	53	6	2	6
11744	42	3	1	4
11745	62	3	4	2
11746	60	0	0	0
11747	48	6	2	6
11748	56	4	0	1
11749	49	5	5	1
11750	58	0	1	4
11751	56	3	3	5
11752	47	3	3	5
11753	27	3	1	4
11754	56	3	3	5
11755	41	3	4	2
11756	53	6	2	6
11757	60	0	1	0
11758	38	3	3	5
11759	60	3	4	2
11760	51	0	1	0
11761	56	6	2	6
11762	51	3	1	4
11763	45	3	3	5
11764	52	3	3	5
11765	56	3	1	5
11766	53	3	4	2
11767	47	6	2	6
11768	81	0	0	0
11769	76	0	0	0
11770	47	6	2	6
11771	53	6	2	6
11772	40	3	3	5
11773	49	6	2	6
11774	53	6	2	6
11775	81	4	0	0
11776	56	6	2	6
11777	50	6	2	6
11778	73	3	4	2
11779	79	0	1	0
11780	47	3	3	5
11781	54	3	3	5
11782	39	3	3	2
11783	45	4	0	1
11784	44	3	3	5
11785	38	3	1	4
11786	51	3	1	4
11787	50	6	2	6
11788	50	0	0	0
11789	47	3	3	5
11790	51	3	1	4
